[23-Jan-2026 11:53:46 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 16:25:32 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[26-Jan-2026 16:26:48 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 10
[26-Jan-2026 16:26:48 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[26-Jan-2026 16:26:48 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[26-Jan-2026 16:27:00 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 10
[26-Jan-2026 16:27:00 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[26-Jan-2026 16:27:00 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[26-Jan-2026 17:05:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:05:45 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:06:27 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 10
[26-Jan-2026 17:06:27 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[26-Jan-2026 17:06:27 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[26-Jan-2026 17:12:20 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:12:21 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:12:24 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:12:37 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:12:39 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:12:41 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:13:57 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:14:13 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:14:26 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[26-Jan-2026 17:24:01 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[28-Jan-2026 15:55:29 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 15:55:29 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 15:55:29 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 15:55:34 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Paginas.php on line 9
[28-Jan-2026 15:55:41 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Articulos.php on line 9
[28-Jan-2026 15:55:41 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Articulos.php on line 11
[28-Jan-2026 15:55:41 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Articulos.php on line 12
[28-Jan-2026 15:55:44 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Paginas.php on line 9
[28-Jan-2026 15:55:47 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Articulos.php on line 9
[28-Jan-2026 15:55:47 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Articulos.php on line 11
[28-Jan-2026 15:55:47 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Articulos.php on line 12
[28-Jan-2026 15:55:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Paginas.php on line 9
[28-Jan-2026 15:55:56 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Paginas.php on line 9
[28-Jan-2026 15:56:09 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Paginas.php on line 9
[28-Jan-2026 16:56:06 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 16:56:06 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 16:56:06 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 16:57:07 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 16:57:07 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 16:57:07 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 16:57:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 16:57:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 16:57:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 16:57:38 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 16:57:38 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 16:57:38 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 16:57:53 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 16:57:53 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 16:57:53 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:08:08 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:08:08 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:08:08 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:08:08 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined method Cls\Mvc2app\ApiCar::debugRequest() in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php:48
Stack trace:
#0 [internal function]: Cls\Mvc2app\ApiCar->debug()
#1 C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#2 C:\xampp\htdocs\dwes\mvcapi\public\index.php(25): Cls\Mvc2app\Core->__construct()
#3 {main}
  thrown in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 48
[28-Jan-2026 17:08:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:08:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:08:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:08:30 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined method Cls\Mvc2app\ApiCar::debugRequest() in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php:48
Stack trace:
#0 [internal function]: Cls\Mvc2app\ApiCar->debug()
#1 C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#2 C:\xampp\htdocs\dwes\mvcapi\public\index.php(25): Cls\Mvc2app\Core->__construct()
#3 {main}
  thrown in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 48
[28-Jan-2026 17:08:59 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:08:59 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:08:59 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:09:03 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:09:03 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:09:03 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:11:56 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:11:56 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:11:56 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:19:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:19:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:19:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:21:04 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:21:04 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:21:04 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 17:22:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 10
[28-Jan-2026 17:22:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 11
[28-Jan-2026 17:22:22 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvcapi\app\controladores\ApiCar.php on line 12
[28-Jan-2026 19:24:49 Europe/Berlin] PHP Parse error:  Unclosed '{' on line 6 in C:\xampp\htdocs\dwes\mvcapi\app\controladores\Paginas.php on line 20
[28-Jan-2026 19:32:04 Europe/Berlin] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, class Cls\Mvc2app\Car does not have a method "index" in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php:54
Stack trace:
#0 C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#1 C:\xampp\htdocs\dwes\mvcapi\public\index.php(29): Cls\Mvc2app\Core->__construct()
#2 {main}
  thrown in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php on line 54
[28-Jan-2026 19:32:46 Europe/Berlin] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, class Cls\Mvc2app\Car does not have a method "index" in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php:54
Stack trace:
#0 C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#1 C:\xampp\htdocs\dwes\mvcapi\public\index.php(29): Cls\Mvc2app\Core->__construct()
#2 {main}
  thrown in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php on line 54
[28-Jan-2026 19:32:50 Europe/Berlin] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, class Cls\Mvc2app\Car does not have a method "index" in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php:54
Stack trace:
#0 C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#1 C:\xampp\htdocs\dwes\mvcapi\public\index.php(29): Cls\Mvc2app\Core->__construct()
#2 {main}
  thrown in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php on line 54
[28-Jan-2026 19:33:03 Europe/Berlin] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, class Cls\Mvc2app\ApiCar does not have a method "index" in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php:54
Stack trace:
#0 C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#1 C:\xampp\htdocs\dwes\mvcapi\public\index.php(29): Cls\Mvc2app\Core->__construct()
#2 {main}
  thrown in C:\xampp\htdocs\dwes\mvcapi\app\librerias\Core.php on line 54
